pokedex_number,name,type1,type2,abilities,classification,capture_rate,experience_growth,percentage_male,height_m,weight_kg,base_happiness,base_egg_steps,generation,is_legendary,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
672,Skiddo,grass,,"['Sap Sipper', 'Grass Pelt']",Mount Pokémon,200,1000000,50.0,0.9,31.0,70.0,5120,6,0,350,66,65,48,62,57,52,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
673,Gogoat,grass,,"['Sap Sipper', 'Grass Pelt']",Mount Pokémon,45,1000000,50.0,1.7,91.0,70.0,5120,6,0,531,123,100,62,97,81,68,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
674,Pancham,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Playful Pokémon,220,1000000,50.0,0.6,8.0,70.0,6400,6,0,348,67,82,62,46,48,43,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
675,Pangoro,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Daunting Pokémon,65,1000000,50.0,2.1,136.0,70.0,6400,6,0,495,95,124,78,69,71,58,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
676,Furfrou,normal,,['Fur Coat'],Poodle Pokémon,160,1000000,50.0,1.2,28.0,70.0,5120,6,0,472,75,80,60,65,90,102,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
677,Espurr,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",Restraint Pokémon,190,1000000,50.0,0.3,3.5,70.0,5120,6,0,355,62,48,54,63,60,68,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
678,Meowstic,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Constraint Pokémon,75,1000000,50.0,0.6,8.5,70.0,5120,6,0,466,74,48,76,83,81,104,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
679,Honedge,steel,ghost,['No Guard'],Sword Pokémon,180,1000000,50.0,0.8,2.0,70.0,5120,6,0,325,45,80,100,35,37,28,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
680,Doublade,steel,ghost,['No Guard'],Sword Pokémon,90,1000000,50.0,0.8,4.5,70.0,5120,6,0,448,59,110,150,45,49,35,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
681,Aegislash,steel,ghost,['Stance Change'],Royal Sword Pokémon,45,1000000,50.0,1.7,53.0,70.0,5120,6,0,520,60,150,50,150,50,60,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
682,Spritzee,fairy,,"['Healer', 'Aroma Veil']",Perfume Pokémon,200,1000000,50.0,0.2,0.5,70.0,5120,6,0,341,78,52,60,63,65,23,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
683,Aromatisse,fairy,,"['Healer', 'Aroma Veil']",Fragrance Pokémon,140,1000000,50.0,0.8,15.5,70.0,5120,6,0,462,101,72,72,99,89,29,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
684,Swirlix,fairy,,"['Sweet Veil', 'Unburden']",Cotton Candy Pokémon,200,1000000,50.0,0.4,3.5,70.0,5120,6,0,341,62,48,66,59,57,49,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
685,Slurpuff,fairy,,"['Sweet Veil', 'Unburden']",Meringue Pokémon,140,1000000,50.0,0.8,5.0,70.0,5120,6,0,480,82,80,86,85,75,72,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
686,Inkay,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",Revolving Pokémon,190,1000000,50.0,0.4,3.5,70.0,5120,6,0,288,53,54,53,37,46,45,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
687,Malamar,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",Overturning Pokémon,80,1000000,50.0,1.5,47.0,70.0,5120,6,0,482,86,92,88,68,75,73,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
688,Binacle,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",Two-Handed Pokémon,120,1000000,50.0,0.5,31.0,70.0,5120,6,0,306,42,52,67,39,56,50,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
689,Barbaracle,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",Collective Pokémon,45,1000000,50.0,1.3,96.0,70.0,5120,6,0,500,72,105,115,54,86,68,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
690,Skrelp,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",Mock Kelp Pokémon,225,1000000,50.0,0.5,7.3,70.0,5120,6,0,320,50,60,60,60,60,30,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
691,Dragalge,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",Mock Kelp Pokémon,55,1000000,50.0,1.8,81.5,70.0,5120,6,0,494,65,75,90,97,123,44,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5
692,Clauncher,water,,['Mega Launcher'],Water Gun Pokémon,225,1250000,50.0,0.5,8.3,70.0,3840,6,0,330,50,53,62,58,63,44,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
693,Clawitzer,water,,['Mega Launcher'],Howitzer Pokémon,55,1250000,50.0,1.3,35.3,70.0,3840,6,0,500,71,73,88,120,89,59,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
694,Helioptile,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",Generator Pokémon,190,1000000,50.0,0.5,6.0,70.0,5120,6,0,289,44,38,33,61,43,70,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
695,Heliolisk,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",Generator Pokémon,75,1000000,50.0,1.0,21.0,70.0,5120,6,0,481,62,55,52,109,94,109,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
696,Tyrunt,rock,dragon,"['Strong Jaw', 'Sturdy']",Royal Heir Pokémon,45,1000000,88.1,0.8,26.0,70.0,7680,6,0,362,58,89,77,45,45,48,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
697,Tyrantrum,rock,dragon,"['Strong Jaw', 'Rock Head']",Despot Pokémon,45,1000000,88.1,2.5,270.0,70.0,7680,6,0,521,82,121,119,69,59,71,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
698,Amaura,rock,ice,"['Refrigerate', 'Snow Warning']",Tundra Pokémon,45,1000000,88.1,1.3,25.2,70.0,7680,6,0,362,77,59,50,67,63,46,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
699,Aurorus,rock,ice,"['Refrigerate', 'Snow Warning']",Tundra Pokémon,45,1000000,88.1,2.7,225.0,70.0,7680,6,0,521,123,77,72,99,92,58,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
700,Sylveon,fairy,,"['Cute Charm', 'Pixilate']",Intertwining Pokémon,45,1000000,88.1,1.0,23.5,70.0,8960,6,0,525,95,65,65,110,130,60,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
701,Hawlucha,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",Wrestling Pokémon,100,1000000,50.0,0.8,21.5,70.0,5120,6,0,500,78,92,75,74,63,118,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
702,Dedenne,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",Antenna Pokémon,180,1000000,50.0,0.2,2.2,70.0,5120,6,0,431,67,58,57,81,67,101,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
703,Carbink,rock,fairy,"['Clear Body', 'Sturdy']",Jewel Pokémon,60,1250000,,0.3,5.7,70.0,6400,6,0,500,50,50,150,50,150,50,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
704,Goomy,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",Soft Tissue Pokémon,45,1250000,50.0,0.3,2.8,35.0,10240,6,0,300,45,50,35,55,75,40,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
705,Sliggoo,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",Soft Tissue Pokémon,45,1250000,50.0,0.8,17.5,35.0,10240,6,0,452,68,75,53,83,113,60,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
706,Goodra,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",Dragon Pokémon,45,1250000,50.0,2.0,150.5,35.0,10240,6,0,600,90,100,70,110,150,80,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
707,Klefki,steel,fairy,"['Prankster', 'Magician']",Key Ring Pokémon,75,800000,50.0,0.2,3.0,70.0,5120,6,0,470,57,80,91,80,87,75,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
708,Phantump,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",Stump Pokémon,120,1000000,50.0,0.4,7.0,70.0,5120,6,0,309,43,70,48,50,60,38,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
709,Trevenant,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",Elder Tree Pokémon,60,1000000,50.0,1.5,71.0,70.0,5120,6,0,474,85,110,76,65,82,56,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
710,Pumpkaboo,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",Pumpkin Pokémon,120,1000000,50.0,0.8,15.0,70.0,5120,6,0,335,59,66,70,44,55,41,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
711,Gourgeist,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",Pumpkin Pokémon,60,1000000,50.0,1.7,39.0,70.0,5120,6,0,494,85,100,122,58,75,54,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
712,Bergmite,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",Ice Chunk Pokémon,190,1000000,50.0,1.0,99.5,70.0,5120,6,0,304,55,69,85,32,35,28,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
713,Avalugg,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",Iceberg Pokémon,55,1000000,50.0,2.0,505.0,70.0,5120,6,0,514,95,117,184,44,46,28,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
714,Noibat,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",Sound Wave Pokémon,190,1000000,50.0,0.5,8.0,70.0,5120,6,0,245,40,30,35,45,40,55,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
715,Noivern,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",Sound Wave Pokémon,45,1000000,50.0,1.5,85.0,70.0,5120,6,0,535,85,70,80,97,80,123,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
716,Xerneas,fairy,,['Fairy Aura'],Life Pokémon,45,1250000,,3.0,215.0,0.0,30720,6,1,680,126,131,95,131,98,99,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
717,Yveltal,dark,flying,['Dark Aura'],Destruction Pokémon,45,1250000,,5.8,203.0,0.0,30720,6,1,680,126,131,95,131,98,99,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
718,Zygarde,dragon,ground,"['Aura Break', 'Power Construct']",Order Pokémon,3,1250000,,5.0,284.6,0.0,30720,6,1,708,216,100,121,91,95,85,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
719,Diancie,rock,fairy,['Clear Body'],Jewel Pokémon,3,1250000,,0.7,8.8,70.0,6400,6,1,700,50,160,110,160,110,110,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
720,Hoopa,psychic,ghost,['Magician'],Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),3,1250000,,,,100.0,30720,6,1,680,80,160,60,170,130,80,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
721,Volcanion,fire,water,['Water Absorb'],Steam Pokémon,3,1250000,,1.7,195.0,100.0,30720,6,1,600,80,110,120,130,90,70,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0
722,Rowlet,grass,flying,"['Overgrow', 'Long Reach']",Grass Quill Pokémon,45,1059860,88.1,0.3,1.5,70.0,3840,7,0,320,68,55,55,50,50,42,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
723,Dartrix,grass,flying,"['Overgrow', 'Long Reach']",Blade Quill Pokémon,45,1059860,88.1,0.7,16.0,70.0,3840,7,0,420,78,75,75,70,70,52,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
724,Decidueye,grass,ghost,"['Overgrow', 'Long Reach']",Arrow Quill Pokémon,45,1059860,88.1,1.6,36.6,70.0,3840,7,0,530,78,107,75,100,100,70,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
725,Litten,fire,,"['Blaze', 'Intimidate']",Fire Cat Pokémon,45,1059860,88.1,0.4,4.3,70.0,3840,7,0,320,45,65,40,60,40,70,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
726,Torracat,fire,,"['Blaze', 'Intimidate']",Fire Cat Pokémon,45,1059860,88.1,0.7,25.0,70.0,3840,7,0,420,65,85,50,80,50,90,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
727,Incineroar,fire,dark,"['Blaze', 'Intimidate']",Heel Pokémon,45,1059860,88.1,1.8,83.0,70.0,3840,7,0,530,95,115,90,80,90,60,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
728,Popplio,water,,"['Torrent', 'Liquid Voice']",Sea Lion Pokémon,45,1059860,88.1,0.4,7.5,70.0,3840,7,0,320,50,54,54,66,56,40,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
729,Brionne,water,,"['Torrent', 'Liquid Voice']",Pop Star Pokémon,45,1059860,88.1,0.6,17.5,70.0,3840,7,0,420,60,69,69,91,81,50,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
730,Primarina,water,fairy,"['Torrent', 'Liquid Voice']",Soloist Pokémon,45,1059860,88.1,1.8,44.0,70.0,3840,7,0,530,80,74,74,126,116,60,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
731,Pikipek,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",Woodpecker Pokémon,255,1000000,50.0,0.3,1.2,70.0,3840,7,0,265,35,75,30,30,30,65,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
732,Trumbeak,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",Bugle Beak Pokémon,120,1000000,50.0,0.6,14.8,70.0,3840,7,0,355,55,85,50,40,50,75,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
733,Toucannon,normal,flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",Cannon Pokémon,45,1000000,50.0,1.1,26.0,70.0,3840,7,0,485,80,120,75,75,75,60,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
734,Yungoos,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",Loitering Pokémon,255,1000000,50.0,0.4,6.0,70.0,3840,7,0,253,48,70,30,30,30,45,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
735,Gumshoos,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",Stakeout Pokémon,127,1000000,50.0,0.7,14.2,70.0,3840,7,0,418,88,110,60,55,60,45,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
736,Grubbin,bug,,['Swarm'],Larva Pokémon,255,1000000,50.0,0.4,4.4,70.0,3840,7,0,300,47,62,45,55,45,46,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
737,Charjabug,bug,electric,['Battery'],Battery Pokémon,120,1000000,50.0,0.5,10.5,70.0,3840,7,0,400,57,82,95,55,75,36,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
738,Vikavolt,bug,electric,['Levitate'],Stag Beetle Pokémon,45,1000000,50.0,1.5,45.0,70.0,3840,7,0,500,77,70,90,145,75,43,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
739,Crabrawler,fighting,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Boxing Pokémon,225,1000000,50.0,0.6,7.0,70.0,5120,7,0,338,47,82,57,42,47,63,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
740,Crabominable,fighting,ice,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Woolly Crab Pokémon,60,1000000,50.0,1.7,180.0,70.0,5120,7,0,478,97,132,77,62,67,43,0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0
741,Oricorio,fire,flying,['Dancer'],Dancing Pokémon,45,1000000,24.6,0.6,3.4,70.0,5120,7,0,476,75,70,70,98,70,93,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
742,Cutiefly,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Bee Fly Pokémon,190,1000000,50.0,0.1,0.2,70.0,5120,7,0,304,40,45,40,55,40,84,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
743,Ribombee,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Bee Fly Pokémon,75,1000000,50.0,0.2,0.5,70.0,5120,7,0,464,60,55,60,95,70,124,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
744,Rockruff,rock,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",Puppy Pokémon,190,1000000,50.0,0.5,9.2,70.0,3840,7,0,280,45,65,40,30,40,60,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
745,Lycanroc,rock,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",Wolf Pokémon,90,1000000,50.0,,,70.0,3840,7,0,487,85,115,75,55,75,82,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
746,Wishiwashi,water,,['Schooling'],Small Fry Pokémon,60,800000,50.0,0.2,0.3,70.0,3840,7,0,620,45,140,130,140,135,30,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
747,Mareanie,poison,water,"['Merciless', 'Limber', 'Regenerator']",Brutal Star Pokémon,190,1000000,50.0,0.4,8.0,70.0,5120,7,0,305,50,53,62,43,52,45,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
748,Toxapex,poison,water,"['Merciless', 'Limber', 'Regenerator']",Brutal Star Pokémon,75,1000000,50.0,0.7,14.5,70.0,5120,7,0,495,50,63,152,53,142,35,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
749,Mudbray,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",Donkey Pokémon,190,1000000,50.0,1.0,110.0,70.0,5120,7,0,385,70,100,70,45,55,45,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
750,Mudsdale,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",Draft Horse Pokémon,60,1000000,50.0,2.5,920.0,70.0,5120,7,0,500,100,125,100,55,85,35,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
751,Dewpider,water,bug,"['Water Bubble', 'Water Absorb']",Water Bubble Pokémon,200,1000000,50.0,0.3,4.0,70.0,3840,7,0,269,38,40,52,40,72,27,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
752,Araquanid,water,bug,"['Water Bubble', 'Water Absorb']",Water Bubble Pokémon,100,1000000,50.0,1.8,82.0,70.0,3840,7,0,454,68,70,92,50,132,42,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
753,Fomantis,grass,,"['Leaf Guard', 'Contrary']",Sickle Grass Pokémon,190,1000000,50.0,0.3,1.5,70.0,5120,7,0,250,40,55,35,50,35,35,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
754,Lurantis,grass,,"['Leaf Guard', 'Contrary']",Bloom Sickle Pokémon,75,1000000,50.0,0.9,18.5,70.0,5120,7,0,480,70,105,90,80,90,45,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
755,Morelull,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",Illuminating Pokémon,190,1000000,50.0,0.2,1.5,70.0,5120,7,0,285,40,35,55,65,75,15,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
756,Shiinotic,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",Illuminating Pokémon,75,1000000,50.0,1.0,11.5,70.0,5120,7,0,405,60,45,80,90,100,30,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
757,Salandit,poison,fire,"['Corrosion', 'Oblivious']",Toxic Lizard Pokémon,120,1000000,88.1,0.6,4.8,70.0,5120,7,0,320,48,44,40,71,40,77,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
